PID,Title,Info.type,Source.in.paper,Task.variable.decoded,Accuracy.50,Accuracy.other,Num_classes,Significance,Roi.Search,Pattern.type,Classifier.type,Classifier.Fitted,Scanner,Resolution,Smoothing,Coregistration,Movement.Correction,Pattern.normalization.type,Num_subs,Talairach.Coordinates,MNI.Coordinates,Coordinate.Space,ROI.Atlas,BA,AAL,Desikan,OxHarvard,Destrieux,Unkown Atlas,Method.of.Assigning.Region,Region.name,Region.AAL.1
57,Dissociable Neural Mechanisms for Goal-Directed Versus Incidental Memory Reactivation,Perceptual,Figure 3 left,whether the subject was remembering reactivating a face or house image category goal relevant trials,0.55,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.5mmx3.5mmx4mm,smoothed,coregistered,Movement Correction,Normalized Spatially,26,,,,AAL,,Frontal_Inf_Orb_L;Frontal_Inf_Orb_R; Frontal_Sup_Orb_L; Frontal_Mid_Orb_L; Frontal_Sup_Orb_R; Frontal_Mid_Orb_R,,,,,They used AAL,OFC,Frontal_Inf_Orb_L;Frontal_Inf_Orb_R; Frontal_Sup_Orb_L; Frontal_Mid_Orb_L; Frontal_Sup_Orb_R; Frontal_Mid_Orb_R
57,Dissociable Neural Mechanisms for Goal-Directed Versus Incidental Memory Reactivation,Perceptual,Figure 3 left,whether the subject was remembering reactivating a face or house image location goal relevant trials,0.55,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.5mmx3.5mmx4mm,smoothed,coregistered,Movement Correction,Normalized Spatially,26,,,,AAL,,Frontal_Sup_L; Frontal_Sup_R,,,,,They used AAL,SFG,Frontal_Sup_L; Frontal_Sup_R
57,Dissociable Neural Mechanisms for Goal-Directed Versus Incidental Memory Reactivation,Perceptual,Figure 3 left,whether the subject was remembering reactivating a face or house image location goal relevant trials,0.56,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.5mmx3.5mmx4mm,smoothed,coregistered,Movement Correction,Normalized Spatially,26,,,,AAL,,Frontal_Inf_Orb_L; Frontal_Inf_Tri_L; Frontal_Inf_Oper_L; Frontal_Inf_Orb_R; Frontal_Inf_Tri_R; Frontal_Inf_Oper_R,,,,,They used AAL,IFG,Frontal_Inf_Orb_L; Frontal_Inf_Tri_L; Frontal_Inf_Oper_L; Frontal_Inf_Orb_R; Frontal_Inf_Tri_R; Frontal_Inf_Oper_R
57,Dissociable Neural Mechanisms for Goal-Directed Versus Incidental Memory Reactivation,Perceptual,Figure 3 left,whether the subject was remembering reactivating a face or house image location goal relevant trials,0.57,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.5mmx3.5mmx4mm,smoothed,coregistered,Movement Correction,Normalized Spatially,26,,,,AAL,,Frontal_Mid_L; Frontal_Mid_R,,,,,They used AAL,MPFC,Frontal_Mid_L; Frontal_Mid_R
57,Dissociable Neural Mechanisms for Goal-Directed Versus Incidental Memory Reactivation,Perceptual,Figure 3 left,whether the subject was remembering reactivating a face or house image category goal relevant trials,0.59,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.5mmx3.5mmx4mm,smoothed,coregistered,Movement Correction,Normalized Spatially,26,,,,AAL,,Frontal_Sup_L; Frontal_Sup_R,,,,,They used AAL,SFG,Frontal_Sup_L; Frontal_Sup_R
57,Dissociable Neural Mechanisms for Goal-Directed Versus Incidental Memory Reactivation,Perceptual,Figure 3 left,whether the subject was remembering reactivating a face or house image category goal relevant trials,0.61,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3.5mmx3.5mmx4mm,smoothed,coregistered,Movement Correction,Normalized Spatially,26,,,,AAL,,Frontal_Mid_L; Frontal_Mid_R,,,,,They used AAL,MPFC,Frontal_Mid_L; Frontal_Mid_R
56,Evaluative vs. trait representation in intergroup social judgments: Distinctroles of anterior temporal lobe and prefrontal cortex,Perceptual,Figure 3,whether subject were viewing black or white faces during trait judgment,0.49,,2,0,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3x3x3,unsmooth,Native Space,Movement Correction,None,20,,"-36,50,-16",MNI,,,,,,,,coordinate transfer,_lateral orbitofrontal cortex,Frontal_Inf_Orb_L
56,Evaluative vs. trait representation in intergroup social judgments: Distinctroles of anterior temporal lobe and prefrontal cortex,Perceptual,Figure 3,whether subject were viewing black or white faces during friendship judgment,0.49,,2,0,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3x3x3,unsmooth,Native Space,Movement Correction,None,20,,"-3,65,22",MNI,,,,,,,,coordinate transfer,anterior medial PFC,Frontal_Sup_Medial_L
56,Evaluative vs. trait representation in intergroup social judgments: Distinctroles of anterior temporal lobe and prefrontal cortex,Perceptual,Figure 3,whether subject were viewing black or white faces during friendship judgment,0.53,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3x3x3,unsmooth,Native Space,Movement Correction,None,20,,"-36,50,-16",MNI,,,,,,,,coordinate transfer,_lateral orbitofrontal cortex,Frontal_Inf_Orb_L
56,Evaluative vs. trait representation in intergroup social judgments: Distinctroles of anterior temporal lobe and prefrontal cortex,Perceptual,Figure 3,whether subject were viewing black or white faces during trait judgment,0.54,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3x3x3,unsmooth,Native Space,Movement Correction,None,20,,"-3,65,22",MNI,,,,,,,,coordinate transfer,anterior medial PFC,Frontal_Sup_Medial_L
55,_RDLPFC area of the brain encodes sentence polarity: a study using fMRI,Perceptual,Figure 2 c,Whether subjects were processing an affirmative or negative sentence,0.54,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3.125x3.125x3.2,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,,,Tailrach,unkown,,,,,,SMA,name similarity,SMA,Supp_Motor_Area_R; Supp_Motor_Area_L
55,_RDLPFC area of the brain encodes sentence polarity: a study using fMRI,Perceptual,Figure 2 c,Whether subjects were processing an affirmative or negative sentence,0.55,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3.125x3.125x3.2,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,,,,unkown,,,,,,lFEF,name similarity,lFEF,Supp_Motor_Area_L
55,_RDLPFC area of the brain encodes sentence polarity: a study using fMRI,Perceptual,Figure 2 c,Whether subjects were processing an affirmative or negative sentence,0.55,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3.125x3.125x3.2,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,,,Tailrach,unkown,,,,,,LOper,name similarity,LOper,Frontal_Inf_Oper_L
55,_RDLPFC area of the brain encodes sentence polarity: a study using fMRI,Perceptual,Figure 2 c,Whether subjects were processing an affirmative or negative sentence,0.57,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3.125x3.125x3.2,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,,,Tailrach,unkown,,,,,,LTria,name similarity,LTria,Frontal_Inf_Tri_L
55,_RDLPFC area of the brain encodes sentence polarity: a study using fMRI,Perceptual,Figure 2 c,Whether subjects were processing an affirmative or negative sentence,0.58,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3.125x3.125x3.2,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,,,Tailrach,unkown,,,,,,ROper,name similarity,ROper,Frontal_Inf_Oper_R
55,_RDLPFC area of the brain encodes sentence polarity: a study using fMRI,Perceptual,Figure 2 c,Whether subjects were processing an affirmative or negative sentence,0.59,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3.125x3.125x3.2,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,,,Tailrach,unkown,,,,,,RTria,name similarity,RTria,Frontal_Inf_Tri_R
55,_RDLPFC area of the brain encodes sentence polarity: a study using fMRI,Perceptual,Figure 2 c,Whether subjects were processing an affirmative or negative sentence,0.59,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3.125x3.125x3.2,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,,,,unkown,,,,,,RFEF,name similarity,RFEF,Precentral_R
55,_RDLPFC area of the brain encodes sentence polarity: a study using fMRI,Perceptual,Figure 2 c,Whether subjects were processing an affirmative or negative sentence,0.62,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3.125x3.125x3.2,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,,,,unkown,,,,,,LDLPFC,name similarity,LDLPFC,Frontal_Mid_L
55,_RDLPFC area of the brain encodes sentence polarity: a study using fMRI,Perceptual,Figure 2 c,Whether subjects were processing an affirmative or negative sentence,0.65,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3.125x3.125x3.2,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,,,,unkown,,,,,,RDLPFC,name similarity,RDLPFC,Frontal_Mid_R
53,The gender of face stimuli is represented in multiple regions in the human brain,Perceptual,Text/Figure 3,Whether subject viewed male vs female faces,0.535,,2,1,ROI,Single Trial Single-Time Point,LogReg,1,3T,1.72 mm _ 1.72 mm _ 4 mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,40,,,,unkown,,,,,,INS,name similarity,INS,Insula_R; Insula_L
53,The gender of face stimuli is represented in multiple regions in the human brain,Perceptual,Text/Figure 3,Whether subject viewed male vs female faces,0.551,,2,1,ROI,Single Trial Single-Time Point,LogReg,1,3T,1.72 mm _ 1.72 mm _ 4 mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,40,,,,unkown,,,,,,IFG,name similarity,IFG,Frontal_Inf_Tri_L
53,The gender of face stimuli is represented in multiple regions in the human brain,Perceptual,Text/Figure 3,Whether subject viewed male vs female faces,0.56,,2,1,ROI,Single Trial Single-Time Point,LogReg,1,3T,1.72 mm _ 1.72 mm _ 4 mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,40,,,,unkown,,,,,,OFC,name similarity,OFC,Frontal_Mid_Orb_R; Frontal_Inf_Orb_L;Frontal_Sup_Orb_L;Frontal_Inf_Orb_L;Frontal_Sup_Orb_R; Frontal_Mid_Orb_L
52,Decoding Temporal Structure in Music and Speech Relies on Shared Brain Resources but Elicits Different Fine-Scale Spatial Patterns,Perceptual,Table 1,Temporal processing of music vs speech. Listening to music - reordered music compared to speech - reordered speech._,0.737,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-nonlin,1,3T,4mmx3.125mmx3.125,smoothed,coregistered,Movement Correction,None,20,,,,BA,45,,,,,,atlas comparison,Left BA45,Frontal_Inf_Tri_L
52,Decoding Temporal Structure in Music and Speech Relies on Shared Brain Resources but Elicits Different Fine-Scale Spatial Patterns,Perceptual,Table 1,Temporal processing of music vs speech. Listening to music - reordered music compared to speech - reordered speech._,0.763,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-nonlin,1,3T,4mmx3.125mmx3.125,smoothed,coregistered,Movement Correction,None,20,,,,BA,47,,,,,,atlas comparison,Left BA47,Frontal_Inf_Orb_L
52,Decoding Temporal Structure in Music and Speech Relies on Shared Brain Resources but Elicits Different Fine-Scale Spatial Patterns,Perceptual,Table 1,Temporal processing of music vs speech. Listening to music - reordered music compared to speech - reordered speech._,0.763,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-nonlin,1,3T,4mmx3.125mmx3.125,smoothed,coregistered,Movement Correction,None,20,,,,BA,44,,,,,,atlas comparison,Right BA44, Frontal_Inf_Oper_R
52,Decoding Temporal Structure in Music and Speech Relies on Shared Brain Resources but Elicits Different Fine-Scale Spatial Patterns,Perceptual,Table 1,Temporal processing of music vs speech. Listening to music - reordered music compared to speech - reordered speech._,0.763,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-nonlin,1,3T,4mmx3.125mmx3.125,smoothed,coregistered,Movement Correction,None,20,,,,BA,47,,,,,,atlas comparison,Right BA47, Frontal_Inf_Orb_R
52,Decoding Temporal Structure in Music and Speech Relies on Shared Brain Resources but Elicits Different Fine-Scale Spatial Patterns,Perceptual,Table 1,Temporal processing of music vs speech. Listening to music - reordered music compared to speech - reordered speech._,0.842,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-nonlin,1,3T,4mmx3.125mmx3.125,smoothed,coregistered,Movement Correction,None,20,,,,BA,45,,,,,,atlas comparison,Right BA45, Frontal_Inf_Tri_R
52,Decoding Temporal Structure in Music and Speech Relies on Shared Brain Resources but Elicits Different Fine-Scale Spatial Patterns,Perceptual,Table 1,Temporal processing of music vs speech. Listening to music - reordered music compared to speech - reordered speech._,0.868,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-nonlin,1,3T,4mmx3.125mmx3.125,smoothed,coregistered,Movement Correction,None,20,,,,BA,44,,,,,,atlas comparison,Left BA44,Frontal_Inf_Oper_L
50,Multivariate Activation and Connectivity Patterns Discriminate Speech Intelligibility,Perceptual,Table 3,Listening to intelligible vs unintelligible speech,0.85,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-nonlin,1,3T,4mmx3.125mmx3.125,smoothed,coregistered,Movement Correction,None,20,,"-44, 28, 16",MNI,,,,,,,,coordinate transfer,BA 45,Frontal_Inf_Tri_L
43,Format-dependent representations of symbolic and non-symbolic numbers in the human cortex as revealed by multi-voxel pattern analyses.,Perceptual,Figure 5,whether the magnitude was greater or less than 5 on symbol trials,0.5,,2,0,ROI,Multi-Trial Multi-Time Point,svm-nonlin,0,3T,2.1mmx2.1mmx2mm (gap 1mm),smoothed,coregistered,Movement Correction,Normalized Temporally,16,,"-32,28,-4",MNI,,,,,,,,coordinate transfer,left inferior frontal gyrus,Frontal_Inf_Orb_L
43,Format-dependent representations of symbolic and non-symbolic numbers in the human cortex as revealed by multi-voxel pattern analyses.,Perceptual,Figure 5,whether the magnitude was greater or less than 5 on symbol trials,0.51,,2,0,ROI,Multi-Trial Multi-Time Point,svm-nonlin,0,3T,2.1mmx2.1mmx2mm (gap 1mm),smoothed,coregistered,Movement Correction,Normalized Temporally,16,,"48,10,28",MNI,,,,,,,,coordinate transfer,right inferior frontal gyrus,Frontal_Inf_Oper_R
43,Format-dependent representations of symbolic and non-symbolic numbers in the human cortex as revealed by multi-voxel pattern analyses.,Perceptual,Figure 5,whether the magnitude was greater or less than 5 on symbol trials,0.53,,2,0,ROI,Multi-Trial Multi-Time Point,svm-nonlin,0,3T,2.1mmx2.1mmx2mm (gap 1mm),smoothed,coregistered,Movement Correction,Normalized Temporally,16,,"-20,8,70",MNI,,,,,,,,coordinate transfer,left superior frontal gyrus,Frontal_Sup_L
43,Format-dependent representations of symbolic and non-symbolic numbers in the human cortex as revealed by multi-voxel pattern analyses.,Perceptual,Figure 5,whether the magnitude was greater or less than 5 on symbol trials,0.55,,2,1,ROI,Multi-Trial Multi-Time Point,svm-nonlin,0,3T,2.1mmx2.1mmx2mm (gap 1mm),smoothed,coregistered,Movement Correction,Normalized Temporally,16,,"32,4,64",MNI,,,,,,,,coordinate transfer,right superior frontal gyrus,Frontal_Sup_R
43,Format-dependent representations of symbolic and non-symbolic numbers in the human cortex as revealed by multi-voxel pattern analyses.,Perceptual,Figure 5,whether the magnitude was greater or less than 5 on dot trials,0.59,,2,1,ROI,Multi-Trial Multi-Time Point,svm-nonlin,0,3T,2.1mmx2.1mmx2mm (gap 1mm),smoothed,coregistered,Movement Correction,Normalized Temporally,16,,"-20,8,70",MNI,,,,,,,,coordinate transfer,left superior frontal gyrus,Frontal_Sup_L
43,Format-dependent representations of symbolic and non-symbolic numbers in the human cortex as revealed by multi-voxel pattern analyses.,Perceptual,Figure 5,whether the magnitude was greater or less than 5 on dot trials,0.6,,2,1,ROI,Multi-Trial Multi-Time Point,svm-nonlin,0,3T,2.1mmx2.1mmx2mm (gap 1mm),smoothed,coregistered,Movement Correction,Normalized Temporally,16,,"32,4,64",MNI,,,,,,,,coordinate transfer,right superior frontal gyrus,Frontal_Sup_R
43,Format-dependent representations of symbolic and non-symbolic numbers in the human cortex as revealed by multi-voxel pattern analyses.,Perceptual,Figure 5,whether the magnitude was greater or less than 5 on dot trials,0.63,,2,1,ROI,Multi-Trial Multi-Time Point,svm-nonlin,0,3T,2.1mmx2.1mmx2mm (gap 1mm),smoothed,coregistered,Movement Correction,Normalized Temporally,16,,"-32,28,-4",MNI,,,,,,,,coordinate transfer,left inferior frontal gyrus,Frontal_Inf_Orb_L
43,Format-dependent representations of symbolic and non-symbolic numbers in the human cortex as revealed by multi-voxel pattern analyses.,Perceptual,Figure 5,whether the magnitude was greater or less than 5 on dot trials,0.65,,2,1,ROI,Multi-Trial Multi-Time Point,svm-nonlin,0,3T,2.1mmx2.1mmx2mm (gap 1mm),smoothed,coregistered,Movement Correction,Normalized Temporally,16,,"48,10,28",MNI,,,,,,,,coordinate transfer,right inferior frontal gyrus,Frontal_Inf_Oper_R
37,Ubiquity and specificity of reinforcement signals throughout the human brain.,Perceptual,Table S2,Computers Choice,0.485,,2,0,ROI,Multi-Trial Multi-Time Point,svm-lin,0,3T,3.5mmx3.5mmx4mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,22,,,,Desikan,,,Pars Opercularis,,,,atlas comparison,Pars Opercularis,Frontal_Inf_Oper_L;Frontal_Inf_Oper_R
37,Ubiquity and specificity of reinforcement signals throughout the human brain.,Perceptual,Table S2,Computers Choice,0.494,,2,0,ROI,Multi-Trial Multi-Time Point,svm-lin,0,3T,3.5mmx3.5mmx4mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,22,,,,Desikan,,,Caudal Anterior Cingulate,,,,atlas comparison,Caudal Anterior Cingulate_, Cingulum_Mid_L;Cingulum_Mid_R
37,Ubiquity and specificity of reinforcement signals throughout the human brain.,Perceptual,Table S2,Computers Choice,0.497,,2,0,ROI,Multi-Trial Multi-Time Point,svm-lin,0,3T,3.5mmx3.5mmx4mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,22,,,,Desikan,,,Rostral Anterior Cingulate,,,,atlas comparison,Rostral Anterior Cingulate_,Cingulum_Ant_R; Cingulum_Ant_L
